taxid,rank,date,shield_no
933625,POLICE OFFICER,1/20/2004,22721
949839,POLICE OFFICER,7/6/2011,11055
949839,SERGEANT,1/30/2018,3845
941373,POLICE OFFICER,7/10/2006,3120
941373,DETECTIVE,11/3/2014,1184
970398,POLICE OFFICER,12/29/2020,5524
939217,POLICE OFFICER,7/11/2005,23372
939217,DETECTIVE,11/21/2017,961
950033,POLICE OFFICER,7/6/2011,17930
950033,POLICE OFFICER,5/15/2019,1705
950033,SERGEANT,10/30/2019,1089
955732,POLICE OFFICER,1/8/2014,7613
966450,POLICE OFFICER,10/24/2018,14107
958272,POLICE OFFICER,7/8/2015,20397
958272,DETECTIVE,7/30/2021,1803
949800,POLICE OFFICER,7/6/2010,5067
958273,POLICE OFFICER,7/8/2015,18546
958273,POLICE OFFICER,6/6/2016,26918
949840,POLICE OFFICER,7/6/2011,10394
949840,SERGEANT,9/3/2021,1489
948175,POLICE OFFICER,7/14/2009,26705
948175,POLICE OFFICER,7/25/2019,5076
948175,DETECTIVE,6/10/2021,7056
957343,POLICE OFFICER,1/7/2015,16221
932280,POLICE OFFICER,7/1/2003,4739
932280,DETECTIVE,3/1/2013,1029
944339,POLICE OFFICER,7/9/2007,1212
932128,POLICE OFFICER,7/1/2003,19127
903377,POLICE OFFICER,8/30/1993,23389
903377,DETECTIVE,2/25/2000,5792
903377,SERGEANT,8/18/2000,3157
903377,LIEUTENANT,3/26/2004,
903377,LT DET COMMANDER,3/28/2008,
903377,CAPTAIN,12/23/2009,
903377,DEPUTY INSPECTOR,8/31/2015,
903377,INSPECTOR,6/28/2019,
943337,POLICE OFFICER,1/10/2007,29019
939890,POLICE OFFICER,1/9/2006,6475
966949,POLICE OFFICER,1/3/2019,26631
962932,POLICE OFFICER,1/4/2017,23933
953644,POLICE OFFICER,1/9/2013,6246
927882,POLICE OFFICER,7/2/2001,6894
927882,DETECTIVE,1/27/2017,6005
962233,POLICE OFFICER,10/11/2016,12661
962233,POLICE OFFICER,10/11/2016,12661
956402,POLICE OFFICER,7/9/2014,3669
956402,POLICE OFFICER,7/9/2014,3669
921940,POLICE OFFICER,8/31/1998,24516
921940,SERGEANT,7/30/2004,346
921940,SGT DET SQUAD,11/24/2009,
921940,POLICE OFFICER,8/31/1998,24516
921940,SERGEANT,7/30/2004,346
921940,SGT DET SQUAD,11/24/2009,
960184,POLICE OFFICER,1/6/2016,3376
960184,DETECTIVE,7/30/2021,1814
960184,POLICE OFFICER,1/6/2016,3376
960184,DETECTIVE,7/30/2021,1814
945484,POLICE OFFICER,1/7/2008,21271
945484,POLICE OFFICER,1/7/2008,21271
929664,POLICE OFFICER,7/1/2002,12029
929664,SERGEANT,1/31/2008,312
929664,SGT DET SQUAD,3/18/2021,
929664,POLICE OFFICER,7/1/2002,12029
929664,SERGEANT,1/31/2008,312
929664,SGT DET SQUAD,3/18/2021,
948633,POLICE OFFICER,7/6/2010,8502
948633,POLICE OFFICER,7/6/2010,8502
963857,POLICE OFFICER,7/5/2017,26116
963857,POLICE OFFICER,7/5/2017,26116
952432,POLICE OFFICER,7/11/2012,28597
952432,POLICE OFFICER,7/11/2012,28597
938004,POLICE OFFICER,7/11/2005,5264
938004,POLICE OFFICER,7/11/2005,5264
958274,POLICE OFFICER,7/8/2015,6838
958274,POLICE OFFICER,7/8/2015,6838
952434,POLICE OFFICER,7/11/2012,11054
952434,DETECTIVE,11/21/2017,1070
952434,SERGEANT,12/21/2018,1752
952434,POLICE OFFICER,7/11/2012,11054
952434,DETECTIVE,11/21/2017,1070
952434,SERGEANT,12/21/2018,1752
971811,POLICE OFFICER,7/7/2021,21389
926531,POLICE OFFICER,9/29/2000,16137
926531,SERGEANT,6/30/2006,125
926531,LIEUTENANT,1/31/2014,
926531,LT SPECIAL ASSIGN,12/19/2019,
936159,POLICE OFFICER,1/10/2005,5954
936159,DETECTIVE,12/19/2014,4022
970983,POLICE OFFICER,2/24/2021,26306
950034,POLICE OFFICER,7/6/2011,30108
950034,SERGEANT,9/3/2021,1511
970399,POLICE OFFICER,12/29/2020,2315
968250,POLICE OFFICER,10/7/2019,11325
941374,POLICE OFFICER,7/10/2006,3219
941374,DETECTIVE,9/28/2017,2784
969494,POLICE OFFICER,11/2/2020,14921
969495,POLICE OFFICER,11/2/2020,15867
946443,POLICE OFFICER,1/7/2008,25252
955733,POLICE OFFICER,1/8/2014,13253
946760,POLICE OFFICER,7/8/2008,13110
946760,DETECTIVE,11/21/2017,1085
962933,POLICE OFFICER,1/4/2017,18668
958275,POLICE OFFICER,7/8/2015,19947
968251,POLICE OFFICER,10/7/2019,20302
938006,POLICE OFFICER,7/11/2005,7817
938006,DETECTIVE,4/29/2011,6180
927885,POLICE OFFICER,7/2/2001,13186
927885,DETECTIVE,11/24/2020,3997
934314,POLICE OFFICER,7/1/2004,285
934433,POLICE OFFICER,7/1/2004,21777
941375,POLICE OFFICER,7/10/2006,26665
954509,POLICE OFFICER,7/9/2013,8262
954509,DETECTIVE,11/26/2019,2912
946761,POLICE OFFICER,7/8/2008,3194
946761,DETECTIVE,12/22/2017,6723
946762,POLICE OFFICER,7/8/2008,10194
946762,DETECTIVE,11/24/2015,1880
968252,POLICE OFFICER,10/7/2019,7447
960185,POLICE OFFICER,1/6/2016,2491
948015,POLICE OFFICER,1/14/2009,8811
948015,SERGEANT,10/28/2016,4705
948015,LIEUTENANT,9/3/2021,
958276,POLICE OFFICER,7/8/2015,17754
941377,POLICE OFFICER,7/10/2006,10068
941377,POLICE OFFICER,12/27/2006,29076
955734,POLICE OFFICER,1/8/2014,13879
955735,POLICE OFFICER,1/8/2014,14751
968950,POLICE OFFICER,1/27/2020,23380
955736,POLICE OFFICER,1/8/2014,15039
969496,POLICE OFFICER,11/2/2020,22574
961631,POLICE OFFICER,7/13/2016,10613
938007,POLICE OFFICER,7/11/2005,9534
945486,POLICE OFFICER,1/7/2008,28612
946499,POLICE OFFICER,1/7/2008,30389
946499,DETECTIVE,10/19/2012,997
938008,POLICE OFFICER,7/11/2005,9539
941440,POLICE OFFICER,7/10/2006,10456
927891,POLICE OFFICER,7/2/2001,4637
927891,SERGEANT,3/28/2008,2250
939891,POLICE OFFICER,1/9/2006,4539
964901,POLICE OFFICER,1/10/2018,4873
923530,POLICE OFFICER,7/7/1999,1308
923530,SERGEANT,9/29/2008,2853
953646,POLICE OFFICER,1/9/2013,1690
953646,SERGEANT,2/9/2022,1166
915267,POLICE OFFICER,6/30/1995,17549
936160,POLICE OFFICER,1/10/2005,2325
936160,SERGEANT,6/24/2011,1107
936160,LIEUTENANT,2/26/2020,
957345,POLICE OFFICER,1/7/2015,16511
972332,POLICE OFFICER,7/9/2021,25701
962347,POLICE OFFICER,10/11/2016,19474
958277,POLICE OFFICER,7/8/2015,17313
961494,POLICE OFFICER,4/6/2016,1450
971812,POLICE OFFICER,7/7/2021,22646
964902,POLICE OFFICER,1/10/2018,130
962236,POLICE OFFICER,10/11/2016,20427
954511,POLICE OFFICER,7/9/2013,17875
955737,POLICE OFFICER,1/8/2014,8986
957346,POLICE OFFICER,1/7/2015,28017
953647,POLICE OFFICER,1/9/2013,8675
953648,POLICE OFFICER,1/9/2013,1704
971324,POLICE OFFICER,4/28/2021,20909
958278,POLICE OFFICER,7/8/2015,20237
971813,POLICE OFFICER,7/7/2021,22665
971813,POLICE OFFICER,11/9/2021,11028
962904,POLICE OFFICER,10/11/2016,19093
968253,POLICE OFFICER,10/7/2019,10312
949211,POLICE OFFICER,7/6/2010,3305
949211,SERGEANT,6/30/2017,1398
945144,POLICE OFFICER,7/9/2007,20180
945144,DETECTIVE,10/25/2013,213
963382,POLICE OFFICER,4/12/2017,166
971814,POLICE OFFICER,7/7/2021,23169
944341,POLICE OFFICER,7/9/2007,16004
944341,DETECTIVE,11/26/2019,2913
973234,POLICE OFFICER,12/29/2021,25419
947976,POLICE OFFICER,1/14/2009,1308
947976,DETECTIVE,8/1/2016,3061
947976,POLICE OFFICER,10/26/2017,1307
964380,POLICE OFFICER,10/18/2017,2244
960187,POLICE OFFICER,1/6/2016,16526
947977,POLICE OFFICER,1/14/2009,5007
959465,POLICE OFFICER,10/7/2015,20057
964903,POLICE OFFICER,1/10/2018,20550
942970,POLICE OFFICER,1/10/2007,25605
942970,DETECTIVE,12/21/2018,5303
954512,POLICE OFFICER,7/9/2013,17138
954512,DETECTIVE,7/30/2021,1845
947974,POLICE OFFICER,1/14/2009,6029
947974,DETECTIVE,5/2/2016,3780
960188,POLICE OFFICER,1/6/2016,16531
953650,POLICE OFFICER,1/9/2013,12226
945409,POLICE OFFICER,1/7/2008,29632
945409,SERGEANT,10/25/2013,3277
945409,SERGEANT,10/20/2014,778
945409,LIEUTENANT,11/24/2020,
942754,POLICE OFFICER,7/10/2006,29684
968254,POLICE OFFICER,10/7/2019,22414
931533,POLICE OFFICER,7/1/2002,2186
931533,DETECTIVE,12/22/2020,3502
953652,POLICE OFFICER,1/9/2013,6580
953652,SERGEANT,3/5/2019,3391
933627,POLICE OFFICER,1/20/2004,8730
946764,POLICE OFFICER,7/8/2008,15395
946764,SERGEANT,7/30/2021,716
940904,POLICE OFFICER,1/9/2006,27108
924906,POLICE OFFICER,3/1/2000,675
924906,DETECTIVE,12/19/2014,4025
966950,POLICE OFFICER,1/3/2019,26088
960088,POLICE OFFICER,10/7/2015,21451
969498,POLICE OFFICER,11/2/2020,16589
934434,POLICE OFFICER,7/1/2004,13388
934434,DETECTIVE,3/30/2012,2975
973235,POLICE OFFICER,12/29/2021,21350
964904,POLICE OFFICER,1/10/2018,168
964904,POLICE OFFICER,6/20/2019,9623
963385,POLICE OFFICER,4/12/2017,223
923531,POLICE OFFICER,7/7/1999,8402
923531,SERGEANT,5/26/2006,188
923531,LIEUTENANT,6/29/2012,
923531,CAPTAIN,6/24/2016,
955738,POLICE OFFICER,1/8/2014,13895
966451,POLICE OFFICER,10/24/2018,12429
971815,POLICE OFFICER,7/7/2021,23173
942971,POLICE OFFICER,1/10/2007,23120
942971,POLICE OFFICER,11/12/2008,18951
948634,POLICE OFFICER,7/3/2010,6053
938440,POLICE OFFICER,7/11/2005,28833
962934,POLICE OFFICER,1/4/2017,20689
960104,POLICE OFFICER,10/7/2015,11381
960104,POLICE OFFICER,12/22/2015,3157
956405,POLICE OFFICER,7/9/2014,4598
950037,POLICE OFFICER,7/6/2011,21740
950037,SERGEANT,1/30/2018,3847
932286,POLICE OFFICER,7/1/2003,31960
932286,DETECTIVE,9/30/2013,1562
960189,POLICE OFFICER,1/6/2016,4993
934435,POLICE OFFICER,7/1/2004,10740
934435,DETECTIVE,7/28/2017,3171
943185,POLICE OFFICER,1/10/2007,9018
938009,POLICE OFFICER,7/11/2005,892
938009,DETECTIVE,11/21/2017,1127
971816,POLICE OFFICER,7/7/2021,27051
952741,POLICE OFFICER,7/11/2012,24220
952741,DETECTIVE,9/3/2021,4685
944344,POLICE OFFICER,7/9/2007,8034
960190,POLICE OFFICER,1/6/2016,5009
970984,POLICE OFFICER,2/24/2021,26581
948635,POLICE OFFICER,7/6/2010,14241
948635,SERGEANT,5/2/2016,1674
948635,LIEUTENANT,11/20/2018,
958281,POLICE OFFICER,7/8/2015,19794
955739,POLICE OFFICER,1/8/2014,10618
936162,POLICE OFFICER,1/10/2005,13775
936162,SERGEANT,3/30/2012,568
936162,LIEUTENANT,9/28/2018,
951515,POLICE OFFICER,1/9/2012,16026
941381,POLICE OFFICER,7/10/2006,12170
941382,POLICE OFFICER,7/10/2006,1281
941382,SERGEANT,8/30/2012,1482
941382,LIEUTENANT,12/21/2016,
941382,CAPTAIN,7/30/2021,
950038,POLICE OFFICER,7/6/2011,29211
950038,SERGEANT,2/9/2022,1170
918722,POLICE OFFICER,4/15/1997,9933
946663,POLICE OFFICER,7/8/2008,8579
946663,SERGEANT,12/17/2015,3376
969499,POLICE OFFICER,11/2/2020,22724
957348,POLICE OFFICER,1/7/2015,15579
939893,POLICE OFFICER,1/9/2006,5984
963858,POLICE OFFICER,7/5/2017,24982
953654,POLICE OFFICER,1/9/2013,4759
953654,DETECTIVE,10/18/2021,4949
952436,POLICE OFFICER,7/11/2012,11060
921134,POLICE OFFICER,7/1/1998,21671
921134,DETECTIVE,3/31/2006,993
921134,SERGEANT,12/22/2006,2681
921134,SGT DET SQUAD,2/26/2016,
948636,POLICE OFFICER,7/6/2010,5116
948636,DETECTIVE,8/22/2017,5775
948636,SERGEANT,10/7/2019,57
955740,POLICE OFFICER,1/8/2014,12619
965942,POLICE OFFICER,7/2/2018,2411
957350,POLICE OFFICER,1/7/2015,15580
957350,DETECTIVE,5/27/2022,5154
936037,POLICE OFFICER,1/10/2005,16875
936037,SERGEANT,9/28/2012,5211
936037,LIEUTENANT,6/10/2021,
969501,POLICE OFFICER,11/2/2020,22845
971327,POLICE OFFICER,4/28/2021,6102
935849,POLICE OFFICER,7/1/2004,24282
934440,POLICE OFFICER,7/1/2004,10754
950040,POLICE OFFICER,7/6/2011,30147
957351,POLICE OFFICER,1/7/2015,15980
956406,POLICE OFFICER,7/9/2014,9235
931743,POLICE OFFICER,7/1/2002,2250
931743,SERGEANT,11/24/2009,212
926538,POLICE OFFICER,9/29/2000,28613
968951,POLICE OFFICER,1/6/2020,29155
967757,POLICE OFFICER,7/1/2019,14319
954513,POLICE OFFICER,7/9/2013,1632
948637,POLICE OFFICER,7/6/2010,4547
934441,POLICE OFFICER,7/1/2004,471
934441,SERGEANT,3/26/2010,463
934441,SGT DET SQUAD,11/21/2017,
967758,POLICE OFFICER,7/1/2019,20836
970400,POLICE OFFICER,12/29/2020,11151
959467,POLICE OFFICER,10/7/2015,21920
941383,POLICE OFFICER,7/10/2006,11996
941383,DETECTIVE,2/24/2017,300
969502,POLICE OFFICER,11/2/2020,16615
973237,POLICE OFFICER,12/29/2021,28798
973238,POLICE OFFICER,12/29/2021,29178
973238,POLICE OFFICER,7/14/2022,29230
971817,POLICE OFFICER,7/7/2021,23526
972333,POLICE OFFICER,7/9/2021,25732
963386,POLICE OFFICER,4/12/2017,7625
971818,POLICE OFFICER,7/7/2021,21397
971328,POLICE OFFICER,4/28/2021,15240
948638,POLICE OFFICER,7/6/2010,15262
948638,SERGEANT,8/30/2019,5516
929670,POLICE OFFICER,7/1/2002,6929
934442,POLICE OFFICER,7/1/2004,23944
968255,POLICE OFFICER,10/7/2019,18833
932289,POLICE OFFICER,7/1/2003,17645
932289,DETECTIVE,8/5/2009,6844
929671,POLICE OFFICER,7/1/2002,25440
929671,SERGEANT,1/30/2018,3848
893844,POLICE OFFICER,1/1/1990,18740
940648,POLICE OFFICER,1/9/2006,28840
940648,SERGEANT,11/22/2016,2622
911010,POLICE OFFICER,4/1/1995,3699
911010,SERGEANT,8/28/1998,3563
911010,LIEUTENANT,11/2/2009,
929707,POLICE OFFICER,7/1/2002,18628
968256,POLICE OFFICER,10/7/2019,20724
954514,POLICE OFFICER,7/9/2013,10064
954514,DETECTIVE,6/28/2019,4422
941145,POLICE OFFICER,1/9/2006,26887
948459,POLICE OFFICER,1/11/2010,9793
947894,POLICE OFFICER,1/14/2009,7240
947894,SERGEANT,10/28/2016,4015
947894,LIEUTENANT,7/30/2021,
938011,POLICE OFFICER,7/11/2005,12882
938011,SERGEANT,6/24/2011,1115
938011,LIEUTENANT,6/26/2015,
938011,LT SPECIAL ASSIGN,7/30/2021,
958282,POLICE OFFICER,7/8/2015,18830
956407,POLICE OFFICER,7/9/2014,8458
959468,POLICE OFFICER,10/7/2015,18985
948460,POLICE OFFICER,1/11/2010,5673
948460,DETECTIVE,12/22/2017,132
964905,POLICE OFFICER,1/10/2018,3402
953655,POLICE OFFICER,1/9/2013,11365
968952,POLICE OFFICER,1/6/2020,15014
936165,POLICE OFFICER,1/10/2005,24083
952438,POLICE OFFICER,7/11/2012,17918
963388,POLICE OFFICER,4/12/2017,3421
951518,POLICE OFFICER,1/9/2012,1157
971329,POLICE OFFICER,4/28/2021,6312
938012,POLICE OFFICER,7/11/2005,4391
968257,POLICE OFFICER,10/7/2019,22864
952439,POLICE OFFICER,7/11/2012,28634
952439,DETECTIVE,11/20/2018,1595
932290,POLICE OFFICER,7/1/2003,30879
934445,POLICE OFFICER,7/1/2004,963
934445,DETECTIVE,12/23/2013,4517
945357,POLICE OFFICER,1/7/2008,14996
945357,POLICE OFFICER,6/14/2010,25987
921945,POLICE OFFICER,8/31/1998,7602
921945,SERGEANT,10/3/2005,3470
921945,LIEUTENANT,4/30/2008,
921945,CAPTAIN,8/30/2012,
921945,DEPUTY INSPECTOR,3/29/2016,
921945,INSPECTOR,8/31/2018,
921945,DEPUTY CHIEF,3/18/2021,
973239,POLICE OFFICER,12/29/2021,29630
938015,POLICE OFFICER,7/11/2005,11982
966455,POLICE OFFICER,10/24/2018,347
963859,POLICE OFFICER,7/5/2017,15281
973055,POLICE OFFICER,10/15/2021,3491
925475,POLICE OFFICER,3/1/2000,31810
925475,DETECTIVE,4/28/2017,3039
944347,POLICE OFFICER,7/9/2007,3603
944347,SERGEANT,6/9/2017,741
944347,LIEUTENANT,12/22/2020,
938016,POLICE OFFICER,7/11/2005,11255
938016,DETECTIVE,10/31/2011,1547
938016,SERGEANT,3/28/2013,3449
938016,LIEUTENANT,9/28/2017,
948639,POLICE OFFICER,7/6/2010,7424
938018,POLICE OFFICER,7/11/2005,22968
938018,SERGEANT,6/9/2017,763
933629,POLICE OFFICER,1/20/2004,449
956408,POLICE OFFICER,7/9/2014,27082
966456,POLICE OFFICER,10/24/2018,3452
942974,POLICE OFFICER,1/10/2007,24595
942974,SERGEANT,8/30/2012,1491
942974,LIEUTENANT,4/30/2020,
942974,LT DET COMMANDER,10/18/2021,
952440,POLICE OFFICER,7/11/2012,24585
952440,DETECTIVE,12/22/2017,174
952440,SERGEANT,12/22/2020,1107
963389,POLICE OFFICER,4/12/2017,7658
951520,POLICE OFFICER,1/9/2012,5762
951520,DETECTIVE,4/1/2022,2600
921136,POLICE OFFICER,7/1/1998,15647
921136,DETECTIVE,2/29/2008,1237
965944,POLICE OFFICER,7/2/2018,7582
953656,POLICE OFFICER,1/9/2013,6302
927896,POLICE OFFICER,7/2/2001,16670
895073,POLICE OFFICER,1/1/1990,24243
895073,SERGEANT,7/29/1994,225
895073,LIEUTENANT,12/19/1997,
895073,CAPTAIN,12/21/2000,
895073,DEPUTY INSPECTOR,2/23/2007,
895073,INSPECTOR,8/30/2012,
895073,DEPUTY CHIEF,12/18/2015,
895073,ASSISTANT CHIEF,6/10/2021,
969504,POLICE OFFICER,11/2/2020,17659
954515,POLICE OFFICER,7/9/2013,619
946600,POLICE OFFICER,7/8/2008,15691
958283,POLICE OFFICER,7/8/2015,19796
960194,POLICE OFFICER,1/6/2016,6015
902639,POLICE OFFICER,6/30/1992,11810
962936,POLICE OFFICER,1/4/2017,20806
960196,POLICE OFFICER,1/6/2016,4321
941386,POLICE OFFICER,7/10/2006,24371
939897,POLICE OFFICER,1/9/2006,3206
939897,SERGEANT,6/28/2013,1088
939897,LIEUTENANT,7/28/2017,
900776,POLICE OFFICER,5/18/1992,26598
900776,POLICE OFFICER,6/19/1992,2745
900776,PO SPECIAL ASSIGN,10/1/1998,
900776,DETECTIVE,1/31/2003,7546
900776,DETECTIVE,4/23/2003,2035
929673,POLICE OFFICER,7/1/2002,16464
929673,SERGEANT,6/25/2014,3898
960197,POLICE OFFICER,1/6/2016,10959
929937,POLICE OFFICER,7/1/2002,23484
932291,POLICE OFFICER,7/1/2003,12193
932291,DETECTIVE,11/24/2020,3998
932291,SERGEANT,6/10/2021,875
938019,POLICE OFFICER,7/11/2005,28100
942976,POLICE OFFICER,1/10/2007,20517
960198,POLICE OFFICER,1/6/2016,10034
960199,POLICE OFFICER,1/6/2016,10442
942755,POLICE OFFICER,7/10/2006,13095
967430,POLICE OFFICER,4/15/2019,3814
958284,POLICE OFFICER,7/8/2015,18267
942977,POLICE OFFICER,1/10/2007,16725
945489,POLICE OFFICER,1/7/2008,16167
945489,SERGEANT,3/1/2013,1536
945489,LIEUTENANT,8/22/2017,
945489,CAPTAIN,9/3/2021,
951521,POLICE OFFICER,1/9/2012,18253
971330,POLICE OFFICER,4/28/2021,13280
966457,POLICE OFFICER,10/24/2018,19300
970403,POLICE OFFICER,12/29/2020,9237
947978,POLICE OFFICER,1/14/2009,3276
962238,POLICE OFFICER,10/11/2016,23161
968258,POLICE OFFICER,10/7/2019,20949
954516,POLICE OFFICER,7/9/2013,26628
954516,POLICE OFFICER,11/7/2013,26570
969505,POLICE OFFICER,11/2/2020,22983
969505,POLICE OFFICER,3/18/2021,31115
950042,POLICE OFFICER,7/6/2011,31115
950042,SERGEANT,11/24/2020,2956
955173,POLICE OFFICER,7/9/2013,11552
955173,SERGEANT,7/27/2018,422
965658,POLICE OFFICER,4/25/2018,3975
968953,POLICE OFFICER,1/6/2020,8352
956409,POLICE OFFICER,7/9/2014,15451
905751,POLICE OFFICER,2/28/1994,3692
905751,SERGEANT,8/24/2001,179
959470,POLICE OFFICER,10/7/2015,24226
960200,POLICE OFFICER,1/6/2016,14451
941388,POLICE OFFICER,7/10/2006,5131
941388,SERGEANT,6/29/2012,3907
941388,LIEUTENANT,9/28/2018,
932292,POLICE OFFICER,7/1/2003,16418
932292,DETECTIVE,10/25/2013,7812
934446,POLICE OFFICER,7/1/2004,10917
934446,DETECTIVE,12/21/2018,5330
948640,POLICE OFFICER,7/3/2010,6081
943324,POLICE OFFICER,1/10/2007,24802
950043,POLICE OFFICER,7/6/2011,17932
934447,POLICE OFFICER,7/1/2004,4493
934447,DETECTIVE,11/21/2017,1145
963391,POLICE OFFICER,4/12/2017,1591
956410,POLICE OFFICER,7/9/2014,13670
940961,POLICE OFFICER,1/9/2006,25406
920058,POLICE OFFICER,12/8/1997,7134
920058,DETECTIVE,5/30/2008,7021
945490,POLICE OFFICER,1/7/2008,4608
945490,SERGEANT,9/29/2014,4555
938022,POLICE OFFICER,7/11/2005,20481
936167,POLICE OFFICER,1/10/2005,14686
967431,POLICE OFFICER,4/15/2019,12125
967431,POLICE OFFICER,11/27/2019,2326
971331,POLICE OFFICER,4/28/2021,16069
946766,POLICE OFFICER,7/8/2008,4706
946766,DETECTIVE,10/26/2012,6419
966458,POLICE OFFICER,10/24/2018,3494
936169,POLICE OFFICER,1/10/2005,17400
936169,DETECTIVE,10/18/2021,6412
963860,POLICE OFFICER,7/5/2017,25143
953658,POLICE OFFICER,1/9/2013,7366
959471,POLICE OFFICER,10/7/2015,21784
971819,POLICE OFFICER,7/7/2021,16616
936170,POLICE OFFICER,1/10/2005,31755
936170,SERGEANT,8/25/2011,1915
963861,POLICE OFFICER,7/5/2017,25958
921137,POLICE OFFICER,7/1/1998,22444
921137,SERGEANT,10/28/2005,1097
921137,LIEUTENANT,5/27/2011,
921137,LT DET COMMANDER,11/20/2018,
937859,POLICE OFFICER,7/11/2005,28750
931536,POLICE OFFICER,7/1/2002,4634
962938,POLICE OFFICER,1/4/2017,20812
932130,POLICE OFFICER,7/1/2003,16456
932130,SERGEANT,8/30/2012,1521
968259,POLICE OFFICER,10/7/2019,22428
953659,POLICE OFFICER,1/9/2013,6581
953659,SERGEANT,6/24/2022,4342
970985,POLICE OFFICER,2/24/2021,22798
956411,POLICE OFFICER,7/9/2014,3045
932297,POLICE OFFICER,7/1/2003,4743
938023,POLICE OFFICER,7/11/2005,7961
938023,POLICE OFFICER,1/17/2013,311
938023,SERGEANT,10/28/2016,4019
961634,POLICE OFFICER,7/13/2016,8093
941391,POLICE OFFICER,7/10/2006,3220
941391,SERGEANT,11/26/2013,2006
941391,LIEUTENANT,7/28/2017,
941391,CAPTAIN,4/30/2020,
934451,POLICE OFFICER,7/1/2004,9603
934451,SERGEANT,8/5/2009,245
934451,LIEUTENANT,3/28/2014,
934451,LT DET COMMANDER,10/18/2021,
944349,POLICE OFFICER,7/9/2007,9541
944349,SERGEANT,8/3/2012,5503
944349,LIEUTENANT,8/30/2016,
944349,CAPTAIN,11/26/2019,
950045,POLICE OFFICER,7/6/2011,1985
953660,POLICE OFFICER,1/9/2013,24061
958287,POLICE OFFICER,7/8/2015,20527
950046,POLICE OFFICER,7/6/2011,6591
950046,DETECTIVE,3/18/2021,3356
950046,SERGEANT,2/9/2022,1175
920006,POLICE OFFICER,12/8/1997,23851
920006,DETECTIVE,10/28/2004,1826
964908,POLICE OFFICER,1/10/2018,29699
958288,POLICE OFFICER,7/8/2015,24644
918572,POLICE OFFICER,7/18/1996,5977
918572,SERGEANT,11/25/2008,296
918572,LIEUTENANT,6/29/2018,
932298,POLICE OFFICER,7/1/2003,10734
932298,SERGEANT,7/25/2008,475
932298,LIEUTENANT,1/30/2015,
934452,POLICE OFFICER,7/1/2004,433
971820,POLICE OFFICER,7/7/2021,24426
969506,POLICE OFFICER,11/2/2020,13409
952441,POLICE OFFICER,7/11/2012,22173
971821,POLICE OFFICER,7/7/2021,21621
933631,POLICE OFFICER,1/20/2004,1728
934453,POLICE OFFICER,7/1/2004,22328
946664,POLICE OFFICER,7/8/2008,19827
946664,SERGEANT,10/25/2013,503
946664,LIEUTENANT,10/18/2021,
954518,POLICE OFFICER,7/9/2013,23971
938024,POLICE OFFICER,7/11/2005,6224
938024,DETECTIVE,1/25/2019,5452
933632,POLICE OFFICER,1/20/2004,5961
933632,SERGEANT,10/25/2013,522
954519,POLICE OFFICER,7/9/2013,6815
954519,DETECTIVE,2/9/2022,1057
947895,POLICE OFFICER,1/14/2009,8830
929679,POLICE OFFICER,7/1/2002,26457
929679,SERGEANT,12/21/2007,210
929679,SGT DET SQUAD,11/26/2019,
964909,POLICE OFFICER,1/10/2018,25820
968954,POLICE OFFICER,1/6/2020,3111
968954,POLICE OFFICER,2/4/2021,8600
959472,POLICE OFFICER,10/7/2015,3974
917272,POLICE OFFICER,7/18/1996,20536
917272,DETECTIVE,8/22/2017,218
955743,POLICE OFFICER,1/8/2014,13901
914671,POLICE OFFICER,5/1/1995,8746
914671,DETECTIVE,11/23/1998,1602
963392,POLICE OFFICER,4/12/2017,8933
970987,POLICE OFFICER,2/24/2021,23572
929680,POLICE OFFICER,7/1/2002,9178
929680,SERGEANT,3/28/2008,2279
929680,LIEUTENANT,6/2/2014,
929680,CAPTAIN,7/28/2017,
929680,DEPUTY INSPECTOR,6/24/2022,
961635,POLICE OFFICER,7/13/2016,13255
971822,POLICE OFFICER,7/7/2021,21645
969507,POLICE OFFICER,11/2/2020,23052
953662,POLICE OFFICER,1/9/2013,24091
953662,DETECTIVE,7/29/2019,411
927780,POLICE OFFICER,7/2/2001,10186
927780,DETECTIVE,3/30/2006,5747
927780,SERGEANT,5/30/2008,2148
927780,LIEUTENANT,10/30/2015,
960203,POLICE OFFICER,1/6/2016,13623
957357,POLICE OFFICER,1/7/2015,16765
951522,POLICE OFFICER,1/9/2012,3106
951522,DETECTIVE,4/30/2020,3675
968261,POLICE OFFICER,10/7/2019,7499
947981,POLICE OFFICER,1/14/2009,8890
947981,SERGEANT,2/24/2017,1293
936172,POLICE OFFICER,1/10/2005,31780
934455,POLICE OFFICER,7/1/2004,4533
934455,SERGEANT,8/5/2009,420
934455,LIEUTENANT,12/21/2016,
934455,CAPTAIN,12/21/2018,
959473,POLICE OFFICER,10/7/2015,22085
971823,POLICE OFFICER,7/7/2021,21928
950047,POLICE OFFICER,7/6/2011,15548
950047,POLICE OFFICER,5/8/2012,30344
948641,POLICE OFFICER,7/6/2010,1100
948641,DETECTIVE,11/24/2020,4006
948641,DETECTIVE,2/23/2021,1100
971824,POLICE OFFICER,7/7/2021,21941
966953,POLICE OFFICER,1/3/2019,28200
926545,POLICE OFFICER,9/29/2000,13845
954520,POLICE OFFICER,7/9/2013,10067
954520,DETECTIVE,5/29/2020,6547
